AO_AVAILDAYS,SERVICE
161022.48,Air Force
192915.6,Air Force
140713.92,Air Force
147704.4,Air Force
174652.8,Air Force
187207.68,Air Force
58753.92,Air Force
15353.52,Air Force
152507.52,Air Force
161067.12,Air Force
166329.6,Air Force
165689.28,Air Force
162973.68,Air Force
165513.6,Air Force
163442.88,Air Force
162023.28,Air Force
171276.72,Air Force
181623.6,Air Force
173286.0,Air Force
189461.52,Air Force
175442.88,Air Force
134270.88,Air Force
102038.4,Air Force
175277.52,Air Force
158069.28,Air Force
163876.8,Air Force
148776.0,Air Force
148626.72,Air Force
190206.72,Air Force
131405.28,Air Force
187423.68,Air Force
144799.92,Air Force
180938.4,Air Force
162126.48,Air Force
189798.72,Air Force
165599.52,Air Force
182678.88,Air Force
181051.2,Air Force
193527.6,Air Force
126350.4,Air Force
98957.52,Air Force
91200.96,Air Force
152638.32,Air Force
182622.0,Air Force
110097.12,Air Force
109156.08,Air Force
180718.32,Air Force
119557.2,Air Force
161329.2,Air Force
210240.0,Air Force
210240.0,Air Force
210240.0,Air Force
210240.0,Air Force
125501.28,Air Force
210240.0,Air Force
165829.68,Air Force
210240.0,Air Force
210240.0,Air Force
101419.92,Air Force
69390.48,Air Force
79556.4,Air Force
210240.0,Air Force
195460.8,Air Force
184761.12,Air Force
210237.6,Air Force
168186.72,Air Force
210240.0,Air Force
190208.88,Air Force
194801.52,Air Force
209450.88,Air Force
90138.0,Air Force
39326.4,Air Force
0.0,Air Force
19992.48,Air Force
96850.08,Air Force
72751.92,Air Force
7022.88,Air Force
58107.12,Air Force
70937.52,Air Force
50733.12,Air Force
71577.6,Air Force
46245.6,Air Force
100470.72,Air Force
102703.2,Air Force
91063.68,Air Force
17761.68,Air Force
52626.0,Air Force
76832.4,Air Force
68008.32,Air Force
121057.92,Air Force
96045.6,Air Force
102382.08,Air Force
133030.32,Air Force
102625.2,Air Force
125027.52,Air Force
117084.0,Air Force
128446.8,Air Force
101476.8,Air Force
100381.68,Air Force
105114.0,Air Force
131232.72,Air Force
0.0,Air Force
88529.28,Air Force
92166.0,Air Force
149401.92,Air Force
171143.52,Air Force
174037.92,Air Force
169213.92,Air Force
109885.92,Air Force
166688.88,Air Force
117639.12,Air Force
133350.72,Air Force
129403.2,Air Force
102642.72,Air Force
175663.92,Air Force
158681.52,Air Force
26876.4,Air Force
157922.4,Air Force
149728.32,Air Force
167043.6,Air Force
79228.8,Air Force
157837.92,Air Force
90840.48,Air Force
144456.72,Air Force
129236.4,Air Force
0.0,Air Force
138106.32,Air Force
147277.2,Air Force
168991.68,Air Force
113836.32,Air Force
113712.48,Air Force
159991.2,Air Force
14508.72,Air Force
130241.28,Air Force
23363.28,Air Force
151248.0,Air Force
28330.8,Air Force
9539.52,Air Force
118716.0,Air Force
70847.52,Air Force
3720.0,Air Force
162295.92,Air Force
136188.48,Air Force
64425.12,Air Force
0.0,Air Force
167842.32,Air Force
92130.0,Air Force
86634.0,Air Force
112476.48,Air Force
136857.12,Air Force
174840.0,Air Force
182554.08,Air Force
79726.32,Air Force
107825.28,Air Force
69576.48,Air Force
190963.68,Air Force
84696.72,Air Force
174931.2,Air Force
154403.28,Air Force
148782.48,Air Force
118215.6,Air Force
128478.72,Air Force
128095.68,Air Force
142303.68,Air Force
142601.28,Air Force
176137.68,Air Force
154257.6,Air Force
169546.8,Air Force
148948.32,Air Force
63070.8,Air Force
137181.12,Air Force
180164.88,Air Force
79914.0,Air Force
81716.88,Air Force
121431.6,Air Force
76416.0,Air Force
172804.32,Air Force
161377.92,Air Force
157874.88,Air Force
136233.6,Air Force
165110.88,Air Force
105557.52,Air Force
64807.92,Air Force
125436.0,Air Force
89163.6,Air Force
152701.2,Air Force
170460.72,Air Force
125712.72,Air Force
154563.6,Air Force
155764.32,Air Force
136694.4,Air Force
185986.08,Air Force
118261.2,Air Force
140263.92,Air Force
169998.48,Air Force
198565.2,Air Force
174381.6,Air Force
177313.68,Air Force
150226.32,Air Force
137815.68,Air Force
173873.28,Air Force
160896.72,Air Force
149952.48,Air Force
186263.28,Air Force
171979.92,Air Force
160459.92,Air Force
140851.92,Air Force
142014.72,Air Force
153852.48,Air Force
185373.6,Air Force
170325.12,Air Force
185670.0,Air Force
135788.4,Air Force
163142.4,Air Force
148159.2,Air Force
86211.12,Air Force
132662.4,Air Force
181930.32,Air Force
161088.48,Air Force
163054.08,Air Force
182605.92,Air Force
156347.52,Air Force
140058.48,Air Force
85885.2,Air Force
164976.48,Air Force
170364.72,Air Force
127244.4,Air Force
128437.92,Air Force
91176.48,Air Force
0.0,Air Force
151434.72,Air Force
162469.92,Air Force
184295.28,Air Force
172339.68,Air Force
170656.08,Air Force
121343.52,Air Force
145390.8,Air Force
140196.72,Air Force
153056.88,Air Force
90750.72,Air Force
128224.08,Air Force
94216.8,Air Force
104004.72,Air Force
102347.28,Air Force
196285.92,Air Force
137893.92,Air Force
162078.48,Air Force
154729.92,Air Force
150455.52,Air Force
125821.92,Air Force
74060.4,Air Force
163439.52,Air Force
105598.08,Air Force
134656.32,Air Force
124708.32,Air Force
137390.4,Air Force
137424.0,Air Force
169925.52,Air Force
110839.92,Air Force
165739.92,Air Force
140803.2,Air Force
157536.72,Air Force
120582.0,Air Force
98987.52,Air Force
128014.08,Air Force
170778.72,Air Force
151872.48,Air Force
127098.72,Air Force
145042.08,Air Force
179071.68,Air Force
46578.0,Air Force
76200.0,Air Force
163120.08,Air Force
110302.08,Air Force
74840.4,Air Force
129414.0,Air Force
138917.28,Air Force
155945.28,Air Force
162195.12,Air Force
102386.4,Air Force
104696.88,Air Force
109956.0,Air Force
164857.2,Air Force
118167.12,Air Force
115854.72,Air Force
138629.28,Air Force
99313.68,Air Force
164117.28,Air Force
141801.6,Air Force
488.88,Air Force
155105.52,Air Force
181433.52,Air Force
178239.12,Air Force
181377.6,Air Force
174427.2,Air Force
148627.68,Air Force
182290.32,Air Force
181104.72,Air Force
158834.88,Air Force
9411.12,Air Force
92319.12,Air Force
84493.68,Air Force
174484.08,Air Force
178569.6,Air Force
0.0,Air Force
131203.2,Air Force
119155.68,Air Force
133223.28,Air Force
77542.08,Air Force
167096.4,Air Force
77167.2,Air Force
185193.6,Air Force
144446.88,Air Force
105416.88,Air Force
148475.28,Air Force
184421.28,Air Force
8431.68,Air Force
137120.4,Air Force
184605.6,Air Force
163636.8,Air Force
149605.92,Air Force
149582.4,Air Force
136629.12,Air Force
113395.92,Air Force
146635.68,Air Force
183325.92,Air Force
187575.6,Air Force
169620.48,Air Force
163107.6,Air Force
192148.08,Air Force
180028.8,Air Force
101887.68,Air Force
127122.48,Air Force
87370.32,Air Force
98958.72,Air Force
158640.0,Air Force
129651.6,Air Force
120804.48,Air Force
98036.64,Air Force
65273.04,Air Force
135014.4,Air Force
38646.0,Air Force
184888.32,Air Force
140377.2,Air Force
138539.52,Air Force
109501.2,Air Force
100820.88,Air Force
151070.4,Air Force
100026.72,Air Force
158869.2,Air Force
134199.6,Air Force
63574.32,Air Force
85240.08,Air Force
189717.6,Air Force
182328.72,Air Force
67389.6,Air Force
109336.32,Air Force
148084.08,Air Force
58584.48,Air Force
130046.88,Air Force
130586.88,Air Force
146135.28,Air Force
175549.68,Air Force
55592.4,Air Force
170817.6,Air Force
156989.28,Air Force
91508.4,Air Force
154498.08,Air Force
66703.92,Air Force
57049.68,Air Force
148298.4,Air Force
164306.88,Air Force
173065.2,Air Force
124117.68,Air Force
65946.48,Air Force
68376.48,Air Force
147492.0,Air Force
126041.52,Air Force
102742.8,Air Force
88621.92,Air Force
160956.0,Air Force
168700.32,Air Force
167324.88,Air Force
104263.2,Air Force
117301.92,Air Force
97146.48,Air Force
149510.4,Air Force
156933.6,Air Force
117337.92,Air Force
125965.68,Air Force
183697.2,Air Force
200551.68,Air Force
194225.52,Air Force
96110.88,Air Force
27314.88,Air Force
19227.6,Air Force
27427.68,Air Force
19299.6,Air Force
161074.32,Air Force
80232.48,Air Force
153147.12,Air Force
143277.12,Air Force
132589.2,Air Force
117400.8,Air Force
72970.8,Air Force
140482.32,Air Force
176655.6,Air Force
127663.68,Air Force
168079.2,Air Force
157947.12,Air Force
138100.08,Air Force
172567.2,Air Force
152213.52,Air Force
179100.48,Air Force
176323.2,Air Force
90951.12,Air Force
128623.68,Air Force
105892.32,Air Force
153760.32,Air Force
159223.68,Air Force
115536.48,Air Force
177932.88,Air Force
140169.12,Air Force
181233.12,Air Force
81674.4,Air Force
0.0,Air Force
182885.28,Air Force
92770.32,Air Force
182200.08,Air Force
150056.4,Air Force
176237.52,Air Force
117148.08,Air Force
183577.92,Air Force
173020.32,Air Force
120171.6,Air Force
91508.88,Air Force
154012.08,Air Force
127060.8,Air Force
62955.12,Air Force
184985.52,Air Force
178790.4,Air Force
123134.88,Air Force
163176.0,Air Force
92628.72,Air Force
92912.88,Air Force
158452.32,Air Force
142840.32,Air Force
130786.32,Air Force
162405.6,Air Force
121571.28,Air Force
88220.88,Air Force
162406.32,Air Force
158507.52,Air Force
173256.0,Air Force
79095.12,Air Force
186006.48,Air Force
195284.88,Air Force
152366.88,Air Force
55106.4,Air Force
124727.28,Air Force
169740.0,Air Force
70879.68,Air Force
129422.4,Air Force
88578.72,Air Force
150686.88,Air Force
151283.52,Air Force
85480.32,Air Force
183006.48,Air Force
178678.8,Air Force
175938.48,Air Force
132561.6,Air Force
129828.48,Air Force
129994.32,Air Force
110295.6,Air Force
123279.6,Air Force
160927.92,Air Force
150205.2,Air Force
188822.4,Air Force
189906.48,Air Force
136556.4,Air Force
64694.4,Air Force
121132.8,Air Force
192373.2,Air Force
110715.6,Air Force
161551.68,Air Force
124212.72,Air Force
190098.48,Air Force
125337.12,Air Force
160963.68,Air Force
189851.28,Air Force
201722.88,Air Force
163434.72,Air Force
118280.88,Air Force
122239.92,Air Force
170682.48,Air Force
147966.48,Air Force
142431.12,Air Force
174904.08,Air Force
112937.28,Air Force
114165.12,Air Force
126235.2,Air Force
177604.32,Air Force
174478.8,Air Force
157827.12,Air Force
158612.88,Air Force
110987.28,Air Force
101946.72,Air Force
174453.6,Air Force
155698.8,Air Force
122818.32,Air Force
152857.2,Air Force
96770.4,Air Force
98087.52,Air Force
144707.28,Air Force
176703.6,Air Force
170581.68,Air Force
138001.92,Air Force
142918.08,Air Force
133723.2,Air Force
188804.4,Air Force
188693.52,Air Force
147275.52,Air Force
104859.12,Air Force
163453.68,Air Force
156266.4,Air Force
19989.12,Air Force
206915.28,Air Force
186246.72,Air Force
180337.68,Air Force
179244.48,Air Force
169663.2,Air Force
162549.6,Air Force
189840.72,Air Force
125943.12,Air Force
168856.8,Air Force
184824.48,Air Force
163996.08,Air Force
110737.2,Air Force
179473.68,Air Force
153418.32,Air Force
176680.08,Air Force
82621.92,Air Force
190106.4,Air Force
191972.88,Air Force
99328.08,Air Force
88417.92,Air Force
142091.52,Air Force
130150.32,Air Force
167846.4,Air Force
139855.92,Air Force
72948.0,Air Force
147826.8,Air Force
147438.48,Air Force
93503.52,Air Force
171959.28,Air Force
178779.6,Air Force
179240.4,Air Force
58934.4,Air Force
155290.32,Air Force
166151.52,Air Force
179554.08,Air Force
126492.48,Air Force
60556.08,Air Force
172362.0,Air Force
181808.88,Air Force
172944.72,Air Force
145959.6,Air Force
98054.4,Air Force
86644.08,Air Force
130337.52,Air Force
183272.4,Air Force
153304.08,Air Force
164835.6,Air Force
120262.08,Air Force
145312.8,Air Force
149223.6,Air Force
148218.0,Air Force
90989.52,Air Force
130803.12,Air Force
120933.6,Air Force
90205.92,Air Force
141491.52,Air Force
82949.28,Air Force
133015.92,Air Force
97556.88,Air Force
83429.52,Air Force
122790.72,Air Force
38160.48,Air Force
114298.32,Air Force
97397.28,Air Force
89886.48,Air Force
68356.08,Air Force
37500.72,Air Force
65458.8,Air Force
78968.4,Air Force
40940.4,Air Force
132590.88,Air Force
147090.24,Air Force
112021.92,Air Force
118162.8,Air Force
105794.88,Air Force
156562.32,Air Force
149730.48,Air Force
125033.52,Air Force
148714.08,Air Force
123312.48,Air Force
47395.92,Air Force
0.0,Air Force
97278.0,Air Force
124234.8,Air Force
175931.28,Air Force
69420.48,Air Force
167302.8,Air Force
178101.12,Air Force
98259.12,Air Force
179421.12,Air Force
143217.12,Air Force
194330.4,Air Force
113562.48,Air Force
160316.4,Air Force
159642.0,Air Force
55135.92,Air Force
130429.2,Air Force
180064.8,Air Force
183976.32,Air Force
155773.68,Air Force
55395.12,Air Force
152273.52,Air Force
133384.8,Air Force
144866.4,Air Force
95344.32,Air Force
96858.0,Air Force
780.48,Air Force
150268.08,Air Force
91170.0,Air Force
121197.6,Air Force
112025.28,Air Force
141151.2,Air Force
124237.68,Air Force
196825.68,Air Force
100281.6,Air Force
173899.68,Air Force
88892.4,Air Force
132232.08,Air Force
149296.8,Air Force
177450.72,Air Force
137714.4,Air Force
129934.32,Air Force
157733.52,Air Force
118605.12,Air Force
142794.48,Air Force
120452.4,Air Force
159873.6,Air Force
170042.88,Air Force
163991.52,Air Force
153002.88,Air Force
153229.68,Air Force
126880.08,Air Force
156283.92,Air Force
84096.0,Air Force
0.0,Air Force
13438.08,Air Force
0.0,Air Force
168481.2,Air Force
28416.48,Air Force
21.6,Air Force
0.0,Air Force
113353.2,Air Force
110043.12,Air Force
67540.08,Air Force
128362.32,Air Force
17184.0,Air Force
84153.12,Air Force
148074.0,Air Force
203160.72,Air Force
192390.0,Air Force
87237.12,Air Force
142842.0,Air Force
193748.88,Air Force
169153.68,Air Force
52399.68,Air Force
144591.12,Air Force
142578.48,Air Force
39121.2,Air Force
171061.68,Air Force
163963.92,Air Force
172328.4,Air Force
144475.68,Air Force
96159.12,Air Force
160866.0,Air Force
172002.72,Air Force
142501.68,Air Force
185467.68,Air Force
106159.2,Air Force
159836.88,Air Force
175752.72,Air Force
118990.8,Air Force
177048.0,Air Force
163057.92,Air Force
125461.2,Air Force
116125.2,Air Force
153396.0,Air Force
181830.96,Air Force
180970.8,Air Force
109757.52,Air Force
148428.72,Air Force
167885.52,Air Force
175068.48,Air Force
150783.6,Air Force
160183.92,Air Force
89143.2,Air Force
180876.0,Air Force
144542.88,Air Force
132732.72,Air Force
173873.52,Air Force
126827.52,Air Force
169946.88,Air Force
114793.2,Air Force
175751.52,Air Force
94161.12,Air Force
159946.8,Air Force
143446.32,Air Force
177533.28,Air Force
12970.32,Air Force
164577.12,Air Force
140158.8,Air Force
124438.32,Air Force
57942.0,Air Force
139687.2,Air Force
0.0,Air Force
62323.2,Air Force
184446.0,Air Force
46273.68,Air Force
43653.12,Air Force
163201.2,Air Force
47805.12,Air Force
162184.08,Air Force
150878.88,Air Force
62466.0,Air Force
75576.0,Air Force
139728.0,Air Force
155037.6,Air Force
154286.4,Air Force
186681.6,Air Force
115977.6,Air Force
153368.88,Air Force
159922.8,Air Force
181358.88,Air Force
189978.48,Air Force
165320.4,Air Force
163838.88,Air Force
161536.08,Air Force
196077.12,Air Force
91654.8,Air Force
142686.0,Air Force
149773.92,Air Force
66870.72,Air Force
43711.92,Air Force
51661.2,Air Force
48206.4,Air Force
55680.48,Air Force
51961.2,Air Force
71927.28,Air Force
0.0,Air Force
0.0,Air Force
0.0,Air Force
0.0,Air Force
0.0,Air Force
122845.92,Air Force
30942.48,Air Force
98470.32,Air Force
162639.12,Air Force
166149.6,Air Force
150852.0,Air Force
70490.4,Air Force
131619.12,Air Force
159055.92,Air Force
134709.6,Air Force
156749.52,Air Force
74505.6,Air Force
77394.72,Air Force
124391.52,Air Force
157991.52,Air Force
91255.68,Air Force
67831.44,Air Force
19994.4,Air Force
132474.48,Air Force
78396.48,Air Force
99355.44,Air Force
160471.68,Air Force
64920.48,Air Force
17280.0,Air Force
17280.0,Air Force
0.0,Air Force
69181.68,Air Force
136900.8,Air Force
185918.88,Air Force
194863.68,Air Force
210240.0,Air Force
187607.28,Air Force
138304.8,Air Force
208406.88,Air Force
210240.0,Air Force
121173.84,Air Force
206211.12,Air Force
117434.88,Air Force
210239.52,Air Force
179256.72,Air Force
200094.0,Air Force
174539.52,Air Force
192499.2,Air Force
203423.52,Air Force
193136.88,Air Force
199848.72,Air Force
203878.08,Air Force
98915.28,Air Force
83112.0,Air Force
44448.48,Air Force
38146.8,Air Force
43911.12,Air Force
28376.4,Air Force
190333.68,Air Force
34800.48,Air Force
182178.72,Air Force
9457.2,Air Force
78552.0,Air Force
95652.72,Air Force
0.0,Air Force
173732.4,Air Force
191077.92,Air Force
14404.8,Air Force
153985.92,Air Force
134883.12,Air Force
34504.8,Air Force
23857.92,Air Force
53122.08,Air Force
0.0,Air Force
175285.2,Air Force
199215.6,Air Force
0.0,Air Force
0.0,Air Force
168095.28,Air Force
171805.68,Air Force
132670.08,Air Force
148682.4,Air Force
162182.88,Air Force
157006.08,Air Force
162367.2,Air Force
93058.08,Air Force
189736.08,Air Force
174552.48,Air Force
174976.32,Air Force
148809.12,Air Force
171245.28,Air Force
189721.2,Air Force
191163.6,Air Force
170386.32,Air Force
167249.28,Air Force
167928.0,Air Force
161889.12,Air Force
187585.92,Air Force
168123.12,Air Force
177384.72,Air Force
182482.8,Air Force
178066.32,Air Force
153018.0,Air Force
180844.8,Air Force
184073.28,Air Force
183360.72,Air Force
175796.4,Air Force
186167.28,Air Force
160812.0,Air Force
155196.0,Air Force
180637.2,Air Force
138611.28,Air Force
167233.2,Air Force
178002.48,Air Force
173742.48,Air Force
133808.4,Air Force
180678.0,Air Force
185320.32,Air Force
174007.68,Air Force
156977.28,Air Force
22788.0,Air Force
24768.0,Air Force
88191.6,Air Force
90000.72,Air Force
111707.52,Air Force
129756.0,Air Force
160244.88,Air Force
120879.12,Air Force
109830.0,Air Force
142886.4,Air Force
80917.68,Air Force
108403.2,Air Force
62507.52,Air Force
131444.4,Air Force
0.0,Air Force
151971.12,Air Force
123462.0,Air Force
84651.12,Air Force
173520.72,Air Force
165244.08,Air Force
186614.4,Air Force
12096.0,Air Force
169987.68,Air Force
198231.12,Air Force
198838.08,Air Force
166396.8,Air Force
196663.68,Air Force
187764.72,Air Force
110512.08,Air Force
143535.6,Air Force
148009.2,Air Force
132334.32,Air Force
78331.2,Air Force
167748.48,Air Force
151074.0,Air Force
111378.72,Air Force
194788.8,Air Force
107971.92,Air Force
157237.92,Air Force
128419.92,Air Force
141853.92,Air Force
186558.48,Air Force
177377.28,Air Force
177541.2,Air Force
114846.48,Air Force
170459.28,Air Force
154027.92,Air Force
139847.28,Air Force
207576.72,Air Force
181263.6,Air Force
177304.08,Air Force
117841.2,Air Force
155506.32,Air Force
122614.08,Air Force
149644.32,Air Force
132565.92,Air Force
142192.8,Air Force
139429.68,Air Force
182276.4,Air Force
117661.68,Air Force
171800.4,Air Force
176416.8,Air Force
148102.08,Air Force
115889.52,Air Force
157857.12,Air Force
199077.12,Air Force
108793.68,Air Force
150610.08,Air Force
139891.92,Air Force
114881.28,Air Force
165887.28,Air Force
184379.52,Air Force
190583.28,Air Force
177387.6,Air Force
129571.2,Air Force
176725.92,Air Force
187903.68,Air Force
192907.92,Air Force
128677.92,Air Force
183096.0,Air Force
184996.08,Air Force
136888.08,Air Force
106369.2,Air Force
152083.92,Air Force
192551.28,Air Force
178642.8,Air Force
168913.68,Air Force
120979.92,Air Force
141641.28,Air Force
164454.72,Air Force
143269.68,Air Force
138328.32,Air Force
144917.28,Air Force
98928.72,Air Force
155840.4,Air Force
147556.8,Air Force
191730.72,Air Force
199355.28,Air Force
147343.68,Air Force
189877.68,Air Force
105786.72,Air Force
118357.2,Air Force
77623.2,Air Force
131887.92,Air Force
146685.12,Air Force
170245.92,Air Force
163393.68,Air Force
106066.32,Air Force
183468.48,Air Force
171363.6,Air Force
184904.88,Air Force
202776.48,Air Force
105682.32,Air Force
190169.52,Air Force
193958.88,Air Force
111768.0,Air Force
199519.68,Air Force
168331.68,Air Force
180608.4,Air Force
111466.08,Air Force
111320.4,Air Force
169390.32,Air Force
183448.8,Air Force
195827.28,Air Force
149202.48,Air Force
172377.6,Air Force
92058.72,Air Force
168483.12,Air Force
143794.08,Air Force
99336.48,Air Force
198803.28,Air Force
142460.88,Air Force
179536.32,Air Force
191823.6,Air Force
180961.68,Air Force
159780.72,Air Force
189132.48,Air Force
155147.52,Air Force
183854.88,Air Force
163858.08,Air Force
161634.48,Air Force
164764.08,Air Force
185141.52,Air Force
156812.4,Air Force
152280.72,Air Force
148601.52,Air Force
149298.0,Air Force
194997.6,Air Force
152526.0,Air Force
169986.0,Air Force
0.0,Air Force
154212.0,Air Force
190292.88,Air Force
75124.08,Air Force
181848.72,Air Force
158831.52,Air Force
179153.28,Air Force
42703.92,Air Force
88672.8,Air Force
118811.28,Air Force
166988.88,Air Force
170851.2,Air Force
191137.92,Air Force
173488.32,Air Force
165184.8,Air Force
189919.92,Air Force
188457.12,Air Force
192857.52,Air Force
148932.48,Air Force
159552.0,Air Force
143568.72,Air Force
66976.32,Air Force
146243.28,Air Force
187997.28,Air Force
56683.2,Air Force
187572.48,Air Force
78217.68,Air Force
183269.52,Air Force
69493.2,Air Force
150910.08,Air Force
161599.2,Air Force
174541.2,Air Force
181982.4,Air Force
178441.92,Air Force
54210.72,Air Force
184100.4,Air Force
151856.88,Air Force
182059.92,Air Force
161593.2,Air Force
116714.4,Air Force
185183.28,Air Force
166907.28,Air Force
53474.88,Air Force
193648.08,Air Force
38503.2,Air Force
58186.32,Air Force
168248.88,Air Force
161678.88,Air Force
159985.68,Air Force
168103.2,Air Force
151342.8,Air Force
194209.92,Air Force
136231.2,Air Force
55285.68,Air Force
51918.0,Air Force
49740.48,Air Force
147127.2,Air Force
141376.8,Air Force
127923.6,Air Force
127021.68,Air Force
136593.6,Air Force
46412.4,Air Force
118224.72,Air Force
131773.2,Air Force
86342.88,Air Force
98820.72,Air Force
88298.88,Air Force
93570.48,Air Force
10977.12,Air Force
65669.52,Air Force
117448.32,Air Force
71095.2,Air Force
50509.2,Air Force
41240.4,Air Force
29930.88,Air Force
23278.08,Air Force
15228.48,Air Force
3947.52,Air Force
2629.68,Air Force
137568.0,Air Force
31469.52,Air Force
73070.4,Air Force
122551.2,Air Force
117662.4,Air Force
166614.72,Air Force
126865.68,Air Force
165019.2,Air Force
137574.0,Air Force
184782.72,Air Force
131458.08,Air Force
151907.28,Air Force
50745.12,Air Force
186636.48,Air Force
162103.92,Air Force
126956.88,Air Force
70919.52,Air Force
9456.0,Air Force
58950.0,Air Force
39631.68,Air Force
69596.4,Air Force
59010.0,Air Force
52906.8,Air Force
156251.28,Air Force
165439.2,Air Force
184806.48,Air Force
155269.92,Air Force
157451.28,Air Force
157956.72,Air Force
143584.8,Air Force
35988.72,Air Force
150483.6,Air Force
103972.08,Air Force
157636.32,Air Force
194748.0,Air Force
124779.12,Air Force
163374.48,Air Force
172069.68,Air Force
178766.88,Air Force
178291.2,Air Force
115401.6,Air Force
168257.28,Air Force
190647.12,Air Force
184564.08,Air Force
167120.88,Air Force
176167.2,Air Force
43676.88,Air Force
186189.6,Air Force
202474.32,Air Force
167778.72,Air Force
207493.92,Air Force
204277.92,Air Force
174241.68,Air Force
136098.0,Air Force
139547.28,Air Force
155659.68,Air Force
98657.28,Air Force
210240.0,Air Force
210240.0,Air Force
210240.0,Air Force
56239.68,Air Force
52622.88,Air Force
156140.4,Air Force
154796.88,Air Force
153445.2,Air Force
91008.0,Air Force
92093.52,Air Force
0.0,Air Force
34892.4,Air Force
65941.2,Air Force
51297.6,Air Force
38702.88,Air Force
20076.48,Air Force
100227.12,Air Force
127980.72,Air Force
0.0,Air Force
67335.6,Air Force
137891.76,Air Force
96198.72,Air Force
85253.28,Air Force
190950.72,Air Force
73570.32,Air Force
61179.12,Air Force
144582.48,Air Force
146501.52,Air Force
173940.72,Air Force
155990.4,Air Force
103804.8,Air Force
133536.0,Air Force
169576.08,Air Force
175726.8,Air Force
36442.32,Air Force
153751.92,Air Force
81967.2,Air Force
49183.92,Air Force
99316.8,Air Force
47497.68,Air Force
124337.52,Air Force
85301.28,Air Force
92608.08,Air Force
0.0,Air Force
170700.0,Air Force
100812.48,Air Force
156795.12,Air Force
106737.6,Air Force
136968.0,Air Force
120449.28,Air Force
25141.92,Air Force
183022.32,Air Force
114846.0,Air Force
80747.52,Air Force
168621.6,Air Force
59925.12,Air Force
208.32,Air Force
139261.68,Air Force
0.0,Air Force
42276.72,Air Force
134599.2,Air Force
120012.72,Air Force
154089.12,Air Force
146836.32,Air Force
142733.28,Air Force
128431.68,Air Force
121789.68,Air Force
149233.92,Air Force
123286.08,Air Force
24620.4,Air Force
15307.92,Air Force
125998.32,Air Force
26995.92,Air Force
156121.92,Air Force
57272.4,Air Force
129239.52,Air Force
145859.52,Air Force
133271.52,Air Force
108878.4,Air Force
148644.72,Air Force
150813.12,Air Force
187199.52,Air Force
98657.28,Air Force
179220.48,Air Force
125718.48,Air Force
168833.52,Air Force
137244.48,Air Force
130968.48,Air Force
128732.88,Air Force
135831.12,Air Force
156485.52,Air Force
110220.48,Air Force
108211.68,Air Force
167294.4,Air Force
146505.6,Air Force
6304.08,Air Force
90802.8,Air Force
165270.48,Air Force
77969.52,Air Force
6666.48,Air Force
110858.4,Air Force
86565.6,Air Force
126762.48,Air Force
11772.48,Air Force
141147.12,Air Force
164802.0,Air Force
137427.12,Air Force
44322.72,Air Force
78831.12,Air Force
83028.72,Air Force
55767.6,Air Force
107555.28,Air Force
88736.4,Air Force
76134.0,Air Force
65598.72,Air Force
89644.8,Air Force
115873.92,Air Force
50553.6,Air Force
102502.32,Air Force
12629.52,Air Force
47128.8,Air Force
56737.92,Air Force
123527.52,Air Force
86607.6,Air Force
73415.52,Air Force
86088.0,Air Force
134751.36,Air Force
81805.2,Air Force
19388.4,Air Force
158010.48,Air Force
73909.68,Air Force
149023.92,Air Force
125783.28,Air Force
147439.2,Air Force
164530.8,Air Force
151754.88,Air Force
139904.4,Air Force
168714.48,Air Force
170834.4,Air Force
157971.6,Air Force
126274.32,Air Force
160895.28,Air Force
156545.52,Air Force
183784.8,Air Force
151990.8,Air Force
132771.12,Air Force
167668.32,Air Force
156087.6,Air Force
129980.4,Air Force
157740.72,Air Force
54339.12,Air Force
210240.0,Air Force
210240.0,Air Force
0.0,Air Force
210240.0,Air Force
0.0,Air Force
210240.0,Air Force
210240.0,Air Force
72027.12,Air Force
0.0,Air Force
166895.28,Air Force
111784.8,Air Force
139585.68,Air Force
35831.52,Air Force
125016.72,Air Force
122061.6,Air Force
163488.0,Air Force
165681.12,Air Force
163871.52,Air Force
128401.92,Air Force
39589.2,Air Force
23876.4,Air Force
162298.32,Air Force
0.0,Air Force
162901.68,Air Force
162543.6,Air Force
127388.88,Air Force
153516.48,Air Force
117677.04,Air Force
149203.2,Air Force
68995.92,Air Force
11410.32,Air Force
5815.2,Air Force
153767.52,Air Force
145636.8,Air Force
161238.0,Air Force
97170.72,Air Force
169047.12,Air Force
144000.48,Air Force
66488.88,Air Force
147427.2,Air Force
76228.32,Air Force
166350.72,Air Force
170417.28,Air Force
30808.8,Air Force
149566.32,Air Force
39544.8,Air Force
162105.12,Air Force
129187.2,Air Force
135967.2,Air Force
116329.92,Air Force
112387.92,Air Force
161078.88,Air Force
165461.28,Air Force
115.2,Air Force
151053.12,Air Force
141647.28,Air Force
143886.48,Air Force
173213.28,Air Force
142127.52,Air Force
150839.52,Air Force
152328.72,Air Force
132572.88,Air Force
132196.8,Air Force
155272.8,Air Force
173285.52,Air Force
126684.0,Air Force
163025.52,Air Force
171961.68,Air Force
146402.4,Air Force
145888.08,Air Force
58397.28,Air Force
96189.12,Air Force
40524.0,Air Force
32526.0,Air Force
69328.8,Air Force
31127.28,Air Force
175283.52,Air Force
155881.68,Air Force
166927.2,Air Force
171432.48,Air Force
166347.6,Air Force
0.0,Air Force
