CWT,DATASEGMENT,DOCUMENTNUMBER,EICATEGORY,EICC,EITM,FORCEELEMENT,FSC,FYQTR,FYYearInt,ITEMNAME,ITEMPRICE,JCN,MATLCOST,MATLCOST_ORIG,MONTH_CHAR,MONTH_NUMBER,NIIN,OPCD,PARTISSUEDATE,QTYITEMSISSUED,ROH,SCORECARDGROUP,SERVICE,SUBJCN,TMS,WAITINGCORROTAT,WAITINGHOURS
,MCG,,,,,,5855,,2011,,1650,353722,286.3388,1650,,,015044590,,2011-07-25 00:00:00,1,OF,,MC,195949,E11542B,,
,MCG,,,,,,5305,,2011,,0.63,353738,0.1093,0.63,,,012669341,,2011-07-25 00:00:00,1,OF,,MC,196545,E11542B,,
,MCG,,,,,,5305,,2011,,0.17,353762,0.0295,0.17,,,004094438,,2011-07-25 00:00:00,1,OF,,MC,197496,E11542B,,
,MCG,,,,,,5305,,2011,,0.17,353766,0.0295,0.17,,,004094438,,2011-07-25 00:00:00,1,OF,,MC,195953,E11542B,,
,MCG,,,,,,5855,,2011,,20.33,353800,3.528,20.33,,,014441231,,2011-07-25 00:00:00,1,OF,,MC,197595,E11542B,,
,MCG,,,,,,1005,,2011,,195.4,353822,33.9095,195.4,,,014541629,,2011-07-25 00:00:00,1,OF,,MC,184434,E14422M,,
,MCG,,,,,,5855,,2011,,20.33,353860,3.528,20.33,,,014441231,,2011-07-25 00:00:00,1,OF,,MC,197594,E11542B,,
,MCG,,,,,,5855,,2011,,1650,353868,286.3388,1650,,,015044590,,2011-07-25 00:00:00,1,OF,,MC,197494,E11542B,,
,MCG,,,,,,4710,,2011,,8.97,353882,1.5566,8.97,,,009781038,,2011-07-25 00:00:00,1,OF,,MC,184519,E14422M,,
,MCG,,,G,AN/MRC-145,,6220,,2011,,54.29,353896,9.4214,54.29,,,011931970,,2011-07-25 00:00:00,1,OF,,MC,190575,A1957,,
,MCG,,,,,,5855,,2011,,1650,353906,286.3388,1650,,,015044590,,2011-07-25 00:00:00,1,OF,,MC,195876,E11542B,,
,MCG,,,,,,5855,,2011,,1650,353948,286.3388,1650,,,015044590,,2011-07-25 00:00:00,1,OF,,MC,197498,E11542B,,
,MCG,,,,,,5330,,2011,,1.23,353958,1.7076,9.84,,,015284215,,2011-07-25 00:00:00,8,OF,,MC,207171,E06717M,,
,MCG,,,,,,5855,,2011,,1650,353962,286.3388,1650,,,015044590,,2011-07-25 00:00:00,1,OF,,MC,196555,E11542B,,
,MCG,,,,,,5855,,2011,,1650,353974,286.3388,1650,,,015044590,,2011-07-25 00:00:00,1,OF,,MC,196277,E11542B,,
,MCG,,,,,,5855,,2011,,1650,353980,286.3388,1650,,,015044590,,2011-07-25 00:00:00,1,OF,,MC,196282,E11542B,,
,MCG,,,,,,5305,,2011,,0.17,353980,0.0295,0.17,,,004094438,,2011-07-25 00:00:00,1,OF,,MC,196282,E11542B,,
,MCG,,,,,,5855,,2011,,20.33,353988,3.528,20.33,,,014441231,,2011-07-25 00:00:00,1,OF,,MC,196551,E11542B,,
,MCG,,,,,,5855,,2011,,1650,353988,286.3388,1650,,,015044590,,2011-07-25 00:00:00,1,OF,,MC,196551,E11542B,,
,MCG,,,,,,1005,,2011,,38.58,354002,6.6951,38.58,,,015292880,,2011-07-25 00:00:00,1,OF,,MC,184627,E17797B,,
,MCG,,,,,,5855,,2011,,2.44,354042,0.4234,2.44,,,014667891,,2011-07-26 00:00:00,1,OF,,MC,197499,E11542B,,
,MCG,,TG,G,M1151,,6220,,2011,,54.29,354046,9.4214,54.29,,,011931970,,2011-07-26 00:00:00,1,OF,Tactical Ground Vehicle,MC,184686,D0030,,
,MCG,,,,,,1010,,2011,,263,354086,45.6407,263,,,014456143,,2011-07-26 00:00:00,1,OF,,MC,185013,E09897M,,
,MCG,,,,,,1010,,2011,,263,354180,45.6407,263,,,014456143,,2011-07-26 00:00:00,1,OF,,MC,185169,E09897M,,
,MCG,,CG,G,M-ATV,,2540,,2011,,700.21,354184,121.5135,700.21,,,015869312,,2011-07-26 00:00:00,1,OF,,MC,185164,D0036,,
,MCG,,CG,G,M-ATV,,2540,,2011,,56.5,354184,9.8049,56.5,,,014112130,,2011-07-26 00:00:00,1,OF,,MC,423757,D0036,,
,MCG,,CG,G,M-ATV,,2530,,2011,,3670,354184,636.887,3670,,,015765896,,2011-07-26 00:00:00,1,OF,,MC,423761,D0036,,
,MCG,,CG,G,M-ATV,,2540,,2011,,19.06,354184,6.6153,38.12,,,013141189,,2011-07-26 00:00:00,2,OF,,MC,185164,D0036,,
,MCG,,,,,,1010,,2011,,263,354260,45.6407,263,,,014456143,,2011-07-26 00:00:00,1,OF,,MC,185273,E09897M,,
,MCG,,,,,,5315,,2011,,0.14,354332,0.0243,0.14,,,008445599,,2011-07-26 00:00:00,1,OF,,MC,258834,E08927M,,
,MCG,,,,,,5360,,2011,,0.36,354332,0.0625,0.36,,,001824798,,2011-07-26 00:00:00,1,OF,,MC,258834,E08927M,,
,MCG,,,G,RADIO SET,,5315,,2011,,1.96,354394,1.3605,7.84,,,011971494,,2011-07-26 00:00:00,4,OF,,MC,185634,A0067,,
,MCG,,,,,,5306,,2011,,1.06,354484,1.1037,6.36,,,013367175,,2011-07-26 00:00:00,6,OF,,MC,216438,D00167K,,
,MCG,,,,,,2510,,2011,,79.44,354484,27.5718,158.88,,,011903862,,2011-07-26 00:00:00,2,OF,,MC,397535,D00167K,,
,MCG,,,,,,8415,,2011,,26.47,354552,13.7807,79.41,,,010923910,,2011-07-26 00:00:00,3,OF,,MC,186078,C58107B,,
,MCG,,,,,,7240,,2011,,38.18,354552,13.2514,76.36,,,002336025,,2011-07-26 00:00:00,2,OF,,MC,186078,C58107B,,
,MCG,,TG,G,M998,,5306,,2011,,13.79,354568,2.3931,13.79,,,002258503,,2011-07-26 00:00:00,1,OF,,MC,218412,D1158,,
,MCG,,,,,,2530,,2011,,391.78,354622,67.989,391.78,,,014912681,,2011-07-26 00:00:00,1,OF,,MC,186020,D00317K,,
,MCG,,,,,,5945,,2011,,31.48,354622,16.389,94.44,,,007893706,,2011-07-26 00:00:00,3,OF,,MC,186020,D00317K,,
,MCG,,,,,,2540,,2011,,347.42,354622,180.8724,1042.26,,,014504015,,2011-07-26 00:00:00,3,OF,,MC,186020,D00317K,,
,MCG,,,,,,6240,,2011,,0.36,354622,1.2495,7.2,,,000193093,,2011-07-26 00:00:00,20,OF,,MC,186020,D00317K,,
,MCG,,,,,,2920,,2011,,345.84,354622,60.0166,345.84,,,014832291,,2011-07-26 00:00:00,1,OF,,MC,186020,D00317K,,
,MCG,,TG,G,M998,,3040,,2011,,4.64,354628,0.8052,4.64,,,011923673,,2011-07-26 00:00:00,1,OF,,MC,188415,D1158,,
,MCG,,TG,G,M998,,5305,,2011,,0.41,354628,0.0712,0.41,,,011865381,,2011-07-26 00:00:00,1,OF,,MC,188415,D1158,,
,MCG,,TG,G,M998,,5340,,2011,,109.19,354628,18.9487,109.19,,,014913964,,2011-07-26 00:00:00,1,OF,,MC,188415,D1158,,
,MCG,,TG,G,M998,,2590,,2011,,30.89,354628,10.7212,61.78,,,011982895,,2011-07-26 00:00:00,2,OF,,MC,188415,D1158,,
,MCG,,TG,G,M998,,2540,,2011,,120.96,354628,20.9912,120.96,,,014666114,,2011-07-26 00:00:00,1,OF,,MC,188415,D1158,,
,MCG,,TG,G,M998,,5305,,2011,,4.78,354628,0.8295,4.78,,,000680502,,2011-07-26 00:00:00,1,OF,,MC,188415,D1158,,
,MCG,,,G,M240,,1005,,2011,,132.68,354642,23.0251,132.68,,,010350829,,2011-07-26 00:00:00,1,OF,,MC,186128,E0989,,
,MCG,,,,,,6220,,2011,,182.74,354658,63.4249,365.48,,,014717058,,2011-07-26 00:00:00,2,OF,,MC,186032,D01987K,,
,MCG,,,G,PISTOL,,1005,,2011,,94.94,354660,16.4758,94.94,,,012044340,,2011-07-26 00:00:00,1,OF,,MC,209676,E1250,,
,MCG,,TG,G,MK23,,2540,,2011,,57.47,354676,19.9465,114.94,,,014794144,,2011-07-26 00:00:00,2,OF,,MC,202735,D0198,,
,MCG,,,,,,2510,,2011,,378.69,354730,262.8695,1514.76,,,015305661,,2011-07-26 00:00:00,4,OF,,MC,204379,A19577G,,
,MCG,,,,,,5325,,2011,,1.58,354734,0.2742,1.58,,,015102158,,2011-07-26 00:00:00,1,OF,,MC,232784,B21277B,,
,MCG,,TG,G,AMK27,,5130,,2011,,17.3,354736,3.0022,17.3,,,015283288,,2011-07-26 00:00:00,1,OF,,MC,186394,D0005,,
,MCG,,TG,G,MK36,,6150,,2011,,1239.43,354742,215.089,1239.43,,,015150366,,2011-07-26 00:00:00,1,OF,,MC,188401,D1213,,
,MCG,,TG,G,M998,,4330,,2011,,7.37,355522,1.279,7.37,,,011890889,,2011-07-26 00:00:00,1,OF,,MC,204039,D1158,,
,MCG,,,G,WIRING HARNESS,,6150,,2011,,214.35,355944,37.198,214.35,,,012200490,,2011-07-26 00:00:00,1,OF,,MC,186674,B0608,,
,MCG,,,G,WIRING HARNESS,,6150,,2011,,60.62,355944,105.1991,606.2,,,012837872,,2011-07-26 00:00:00,10,OF,,MC,306935,B0608,,
,MCG,,,,,,5340,,2011,,30.88,310822,5.3589,30.88,,,004387376,,2011-07-11 00:00:00,1,OF,,MC,171674,E08927M,,
,MCG,,,G,AN/MRC-142,,2540,,2011,,1.07,310826,0.1857,1.07,,,011845503,,2011-07-11 00:00:00,1,OF,,MC,165772,A0153,,
,ARV,,ER,R,H-60,,,,2017,,,,79.749,,,,,,,1,CF,,AR,,EH-60L,,
,MCG,,,G,M98,,5306,,2011,,5.76,311166,5.9975,34.56,,,007339239,,2011-07-12 00:00:00,6,OF,,MC,166061,E0207,,
,MCG,,,,,,2530,,2011,,643.75,311168,111.7155,643.75,,,014729846,,2011-07-12 00:00:00,1,OF,,MC,191840,D01987K,,
,MCG,,,,,,2530,,2011,,643.75,311168,111.7155,643.75,,,014729846,,2011-07-12 00:00:00,1,OF,,MC,191954,D01987K,,
,MCG,,,,,,5962,,2011,,2,311196,0.3471,2,,,013349333,,2011-07-12 00:00:00,1,OF,,MC,166147,E12502M,,
,MCG,,,,,,2815,,2011,,110.08,311212,19.1031,110.08,,,014925709,,2011-07-12 00:00:00,1,OF,,MC,178795,D01877K,,
,MCG,,,,,,6220,,2011,,182.96,311232,31.7506,182.96,,,014957318,,2011-07-12 00:00:00,1,OF,,MC,199601,B25667B,,
,MCG,,,,,,2540,,2011,,5.45,311232,3.7831,21.8,,,014957634,,2011-07-12 00:00:00,4,OF,,MC,509536,B25667B,,
,MCG,,TG,G,AMK23,,5935,,2011,,54.04,311238,9.378,54.04,,,014794575,,2011-07-12 00:00:00,1,OF,,MC,166227,D0003,,
,MCG,,TG,G,AMK23,,2540,,2011,,25.85,311238,13.4579,77.55,,,014793014,,2011-07-12 00:00:00,3,OF,,MC,251334,D0003,,
,MCG,,TG,G,AMK23,,5306,,2011,,38.79,311238,13.4631,77.58,,,014854382,,2011-07-12 00:00:00,2,OF,,MC,251334,D0003,,
,MCG,,,,,,5330,,2011,,2.13,311240,0.3696,2.13,,,014728179,,2011-07-12 00:00:00,1,OF,,MC,195887,D11587K,,
,MCG,,,,,,5306,,2011,,0.78,311240,0.2707,1.56,,,011514925,,2011-07-12 00:00:00,2,OF,,MC,195887,D11587K,,
,MCG,,TG,G,AMK23,,4720,,2011,,949.21,311248,164.7247,949.21,,,014808597,,2011-07-12 00:00:00,1,OF,,MC,166180,D0003,,
,MCG,,TG,G,MK23,,2530,,2011,,1630.22,311286,282.9062,1630.22,,,014729842,,2011-07-12 00:00:00,1,OF,,MC,168281,D0198,,
,MCG,,TG,G,MK29,,9905,,2011,,1.21,311352,0.42,2.42,,,014911437,,2011-07-12 00:00:00,2,OF,,MC,167768,D1073,,
,MCG,,TG,G,MK29,,5305,,2011,,0.28,311352,1.3605,7.84,,,012875714,,2011-07-12 00:00:00,28,OF,,MC,167768,D1073,,
,MCG,,TG,G,MK29,,5310,,2011,,0.08,311352,0.5553,3.2,,,012881116,,2011-07-12 00:00:00,40,OF,,MC,167768,D1073,,
,MCG,,TG,G,MK29,,2530,,2011,,47.33,311352,65.7087,378.64,,,014745785,,2011-07-12 00:00:00,8,OF,,MC,838157,D1073,,
,MCG,,TG,G,MK29,,2540,,2011,,30.87,311352,10.7143,61.74,,,011060454,,2011-07-12 00:00:00,2,OF,,MC,838157,D1073,,
,MCG,,,G,AN/TRC-170,,5120,,2011,,8.71,61456,1.5115,8.71,,,002405328,,2010-11-22 00:00:00,1,OF,,MC,52719,A2179,,
,MCG,,,G,AN/TSC-93,,5985,,2011,,264.37,61464,45.8784,264.37,,,010716415,,2010-11-22 00:00:00,1,OF,,MC,57910,A0814,,
,MCG,,,G,AN/TSC-93,,5120,,2011,,0.1,61464,0.0174,0.1,,,008892163,,2010-11-22 00:00:00,1,OF,,MC,57910,A0814,,
,MCG,,,G,MEP-061,,5120,,2011,,89.63,61472,15.5543,89.63,,,010131676,,2010-11-22 00:00:00,1,OF,,MC,39487,B0730,,
,MCG,,TG,G,MK23,,2530,,2011,,26.14,614722,4.5363,26.14,,,014716991,,2011-09-26 00:00:00,1,OF,,MC,477517,D0198,,
,MCG,,,G,LTT-MCC,,5360,,2011,,2.08,614730,0.361,2.08,,,012697266,,2011-09-26 00:00:00,1,OF,,MC,295075,D0017,,
,MCG,,TG,G,MK23,,2540,,2011,,21.46,614734,26.069,150.22,,,014358208,,2011-09-26 00:00:00,7,OF,,MC,295095,D0198,,
,MCG,,,G,6636,,6220,,2011,,75.97,614924,26.3675,151.94,,,014829850,,2011-09-26 00:00:00,2,OF,,MC,295136,D0016,,
,MCG,,,G,6636,,2590,,2011,,271.42,614924,47.1019,271.42,,,014840440,,2011-09-26 00:00:00,1,OF,,MC,295136,D0016,,
,MCG,,,G,AN/USC-65,,5985,,2011,,3960,61494,687.2132,3960,,,015497095,,2010-11-22 00:00:00,1,OF,,MC,67927,A0806,,
,MCG,,,G,AN/USC-65,,5995,,2011,,1344.69,61494,233.3557,1344.69,,,015500730,,2010-11-22 00:00:00,1,OF,,MC,68033,A0806,,
,MCG,,,G,AN/USC-65,,6150,,2011,,1507.5,61494,261.6096,1507.5,,,015497242,,2010-11-22 00:00:00,1,OF,,MC,68135,A0806,,
,MCG,,,G,AN/USC-65,,5998,,2011,,10535.66,61494,1828.3445,10535.66,,,015487330,,2010-11-22 00:00:00,1,OF,,MC,75649,A0806,,
,MCG,,,G,AN/USC-65,,6605,,2011,,5202.99,61494,902.92,5202.99,,,015497937,,2010-11-22 00:00:00,1,OF,,MC,324975,A0806,,
,MCG,,,G,AN/USC-65,,4710,,2011,,1157.27,61494,200.8311,1157.27,,,015497621,,2010-11-22 00:00:00,1,OF,,MC,1245842,A0806,,
,MCG,,,G,AN/USC-65,,5935,,2011,,35.73,61494,6.2005,35.73,,,011806656,,2010-11-22 00:00:00,1,OF,,MC,85363,A0806,,
,MCG,,,G,AN/USC-65,,5935,,2011,,49.39,61494,34.2843,197.56,,,015494926,,2010-11-22 00:00:00,4,OF,,MC,67833,A0806,,
,MCG,,,G,AN/USC-65,,5995,,2011,,1904.33,61494,330.4749,1904.33,,,015500808,,2010-11-22 00:00:00,1,OF,,MC,76957,A0806,,
,MCG,,,G,AN/USC-65,,5995,,2011,,2940.35,61494,510.2645,2940.35,,,015817247,,2010-11-22 00:00:00,1,OF,,MC,75334,A0806,,
,MCG,,,G,AN/USC-65,,5998,,2011,,10535.66,61494,1828.3445,10535.66,,,015487330,,2010-11-22 00:00:00,1,OF,,MC,3162937,A0806,,
,MCG,,,G,AN/USC-65,,6150,,2011,,2826.56,61494,490.5175,2826.56,,,015496388,,2010-11-22 00:00:00,1,OF,,MC,76956,A0806,,
,MCG,,,G,AN/USC-65,,6150,,2011,,1507.5,61494,261.6096,1507.5,,,015497242,,2010-11-22 00:00:00,1,OF,,MC,76959,A0806,,
,MCG,,,G,AN/USC-65,,6150,,2011,,1912.96,61494,331.9726,1912.96,,,015497908,,2010-11-22 00:00:00,1,OF,,MC,3024496,A0806,,
,MCG,,,G,AN/USC-65,,6150,,2011,,1912.96,61494,331.9726,1912.96,,,015497908,,2010-11-22 00:00:00,1,OF,,MC,55082,A0806,,
,MCG,,,G,AN/USC-65,,6150,,2011,,1353.26,61494,234.843,1353.26,,,015501142,,2010-11-22 00:00:00,1,OF,,MC,85367,A0806,,
,MCG,,,G,AN/TSC-93,,5935,,2011,,7.95,61508,1.3796,7.95,,,010355650,,2010-11-22 00:00:00,1,OF,,MC,57913,A0814,,
,MCG,,,G,AN/TSC-93,,5120,,2011,,34.5,61508,5.9871,34.5,,,009006096,,2010-11-22 00:00:00,1,OF,,MC,57913,A0814,,
,MCG,,,G,AN/TSC-93,,4120,,2011,,9084,61508,1576.4254,9084,,,011647420,,2010-11-22 00:00:00,1,OF,,MC,6558129,A0814,,
,MCG,,,G,AN/TSC-93,,5120,,2011,,34.5,61508,5.9871,34.5,,,009006096,,2010-11-22 00:00:00,1,OF,,MC,226934,A0814,,
,MCG,,,G,AN/TSC-93,,5925,,2011,,173.72,61508,30.1471,173.72,,,010406141,,2010-11-22 00:00:00,1,OF,,MC,59079,A0814,,
,MCG,,,G,AN/TSC-93,,6150,,2011,,620.54,61508,107.6877,620.54,,,010552239,,2010-11-22 00:00:00,1,OF,,MC,59079,A0814,,
,MCG,,TG,G,MK27,,2530,,2011,,643.75,615122,111.7155,643.75,,,014729846,,2011-09-26 00:00:00,1,OF,,MC,295256,D1062,,
,MCG,,TG,G,MK27,,2540,,2011,,26.39,615122,4.5797,26.39,,,014989982,,2011-09-26 00:00:00,1,OF,,MC,295395,D1062,,
,MCG,,TG,G,MK27,,2540,,2011,,22.59,615122,7.8405,45.18,,,014745934,,2011-09-26 00:00:00,2,OF,,MC,295615,D1062,,
,MCG,,TG,G,M1097,,6240,,2011,,17.11,615392,2.9692,17.11,,,009663831,,2011-09-26 00:00:00,1,OF,,MC,306440,D0187,,
,MCG,,TG,G,M1097,,2540,,2011,,175.99,615392,30.5411,175.99,,,014364175,,2011-09-26 00:00:00,1,OF,,MC,307322,D0187,,
,MCG,,,,,,4720,,2011,,30.84,615398,5.3519,30.84,,,000699338,,2011-09-26 00:00:00,1,OF,,MC,295356,D08807K,,
,MCG,,,,,,6150,,2011,,70.53,615398,12.2397,70.53,,,007773068,,2011-09-26 00:00:00,1,OF,,MC,295415,D08807K,,
,MCG,,TG,G,MK23,,2530,,2011,,154.37,615402,26.7892,154.37,,,014729723,,2011-09-26 00:00:00,1,OF,,MC,302035,D0198,,
,MCG,,,,,,4210,,2011,,551.55,176106,95.7153,551.55,,,011082717,,2011-04-26 00:00:00,1,OF,,MC,103486,B15817B,,
,MCG,,,,,,4930,,2011,,224.51,176106,38.9612,224.51,,,005597894,,2011-04-26 00:00:00,1,OF,,MC,103486,B15817B,,
,MCG,,,,,,4210,,2011,,551.55,176106,95.7153,551.55,,,011082717,,2011-04-26 00:00:00,1,OF,,MC,109477,B15817B,,
,MCG,,CG,G,MRAP,,6240,,2011,,11.63,176126,40.3651,232.6,,,015538992,,2011-04-26 00:00:00,20,OF,,MC,103615,B0038,,
,MCG,,,G,IMAGE INTENSIFIER,,5855,,2011,,1.8,176132,0.3124,1.8,,,014441225,,2011-04-26 00:00:00,1,OF,,MC,247176,E1154,,
,MCG,,,G,M249,,5855,,2011,,100,176142,17.3539,100,,,014441224,,2011-04-26 00:00:00,1,OF,,MC,124941,E0960,,
,MCG,,,G,IMAGE INTENSIFIER,,5855,,2011,,118.92,176150,20.6372,118.92,,,013805102,,2011-04-26 00:00:00,1,OF,,MC,137557,E1154,,
,MCG,,TG,G,T90,,4810,,2011,,57.36,176154,9.9542,57.36,,,015418834,,2011-04-26 00:00:00,1,OF,,MC,146556,B0025,,
,MCG,,TG,G,T90,,4730,,2011,,6.97,176154,1.2096,6.97,,,015416082,,2011-04-26 00:00:00,1,OF,,MC,1132990,B0025,,
,MCG,,,,,,5305,,2011,,0.17,176176,0.059,0.34,,,004094438,,2011-04-26 00:00:00,2,OF,,MC,106304,E11542B,,
,MCG,,,G,IMAGE INTENSIFIER,,6035,,2011,,1.94,176186,0.3367,1.94,,,014478814,,2011-04-26 00:00:00,1,OF,,MC,172736,E1154,,
,MCG,,,,,,5855,,2011,,100,176202,17.3539,100,,,014441224,,2011-04-26 00:00:00,1,OF,,MC,106281,E11542B,,
,MCG,,,,,,5855,,2011,,20.33,176206,3.528,20.33,,,014441231,,2011-04-26 00:00:00,1,OF,,MC,106300,E11542B,,
,MCG,,,G,IMAGE INTENSIFIER,,5855,,2011,,100,176220,17.3539,100,,,014441224,,2011-04-26 00:00:00,1,OF,,MC,106294,E1154,,
,MCG,,,,,,5855,,2011,,2.44,176224,0.4234,2.44,,,014667891,,2011-04-26 00:00:00,1,OF,,MC,108293,E11542B,,
,MCG,,,,,,5855,,2011,,100,176232,17.3539,100,,,014441224,,2011-04-26 00:00:00,1,OF,,MC,106292,E11542B,,
,MCG,,,,,,4720,,2011,,162.91,176234,28.2712,162.91,,,011634684,,2011-04-26 00:00:00,1,OF,,MC,103617,B15817B,,
,MCG,,,,,,5340,,2011,,35.49,176252,6.1589,35.49,,,015154226,,2011-04-26 00:00:00,1,OF,,MC,108282,E11542B,,
,MCG,,,,,,5855,,2011,,20.33,176272,3.528,20.33,,,014441231,,2011-04-26 00:00:00,1,OF,,MC,107126,E11542B,,
,MCG,,TG,G,M998,,4210,,2011,,37.37,176942,6.4851,37.37,,,011339053,,2011-04-26 00:00:00,1,OF,,MC,103696,D1158,,
,MCG,,,G,AN/MRC-145,,5895,,2011,,4860,176964,843.398,4860,,,013343164,,2011-04-26 00:00:00,1,OF,,MC,305515,A1957,,
,MCG,,,G,AN/MRC-145,,5895,,2011,,4860,176974,843.398,4860,,,014441218,,2011-04-26 00:00:00,1,OF,,MC,2355404,A1957,,
,MCG,,,,,,5120,,2011,,89.63,177008,15.5543,89.63,,,010131676,,2011-04-26 00:00:00,1,OF,,MC,104190,B07307B,,
,MCG,,,,,,4330,,2011,,11.03,177008,1.9141,11.03,,,013749147,,2011-04-26 00:00:00,1,OF,,MC,126653,B07307B,,
,MCG,,,,,,6650,,2011,,146.59,177014,25.439,146.59,,,014441212,,2011-04-26 00:00:00,1,OF,,MC,106395,E11542B,,
,MCG,,,G,COMPRESSOR,,2805,,2011,,17.15,177022,2.9762,17.15,,,015061324,,2011-04-26 00:00:00,1,OF,,MC,104497,B0395,,
,MCG,,,G,COMPRESSOR,,6685,,2011,,14.29,177022,2.4799,14.29,,,015069454,,2011-04-26 00:00:00,1,OF,,MC,104497,B0395,,
,MCG,,,G,TEST EQUIPMENT,,5985,,2011,,23.25,177026,4.0348,23.25,,,014146405,,2011-04-26 00:00:00,1,OF,,MC,104656,A7082,,
,MCG,,,,,,6625,,2011,,305.72,177036,53.0542,305.72,,,014143779,,2011-04-26 00:00:00,1,OF,,MC,104654,A70827G,,
,MCG,,,G,POWER SUPPLY,,5935,,2011,,4.24,177044,0.7358,4.24,,,011728574,,2011-04-26 00:00:00,1,OF,,MC,104657,A7705,,
,MCG,,,G,POWER SUPPLY,,5935,,2011,,5.21,177044,0.9041,5.21,,,011906817,,2011-04-26 00:00:00,1,OF,,MC,104657,A7705,,
,MCG,,,G,AN/VRC-110,,5820,,2011,,6000,177054,1041.2321,6000,,,015549530,,2011-04-26 00:00:00,1,OF,,MC,105116,A0097,,
,MCG,,,G,RADIO SET,,4720,,2011,,21.09,177076,3.6599,21.09,,,012037789,,2011-04-26 00:00:00,1,OF,,MC,141223,A0067,,
,MCG,,,G,AN/TYQ-23,,5340,,2011,,0,177084,0,0,,,011962568,,2011-04-27 00:00:00,4,OF,,MC,1483303,A2525,,
,MCG,,,G,AN/TYQ-23,,5998,,2011,,4940.5,177084,857.3679,4940.5,,,014788647,,2011-04-27 00:00:00,1,OF,,MC,169435,A2525,,
,MCG,,,,,,5935,,2011,,97.56,177116,50.7913,292.68,,,014253924,,2011-04-27 00:00:00,3,OF,,MC,103996,B00287B,,
,MCG,,,,,,5340,,2011,,2.63,177158,0.9128,5.26,,,011858821,,2011-04-27 00:00:00,2,OF,,MC,109555,A19577G,,
,MCG,,,,,,2520,,2011,,44.15,177198,7.6617,44.15,,,012449863,,2011-04-27 00:00:00,1,OF,,MC,109212,A19557G,,
,MCG,,,,,,2540,,2011,,2325.38,177198,403.5434,2325.38,,,015425419,,2011-04-27 00:00:00,1,OF,,MC,109212,A19557G,,
,MCG,,,,,,5340,,2011,,5.62,177216,0.9753,5.62,,,011867658,,2011-04-27 00:00:00,1,OF,,MC,109916,A19577G,,
,MCG,,,,,,2910,,2011,,6.17,177216,1.0707,6.17,,,004932138,,2011-04-27 00:00:00,1,OF,,MC,109916,A19577G,,
,MCG,,,,,,5330,,2011,,2.13,177216,0.3696,2.13,,,014728179,,2011-04-27 00:00:00,1,OF,,MC,109916,A19577G,,
,MCG,,,,,,5820,,2011,,6000,177272,1041.2321,6000,,,015549530,,2011-04-27 00:00:00,1,OF,,MC,445295,A00977G,,
,MCG,,,,,,5820,,2011,,6000,177278,1041.2321,6000,,,015549530,,2011-04-27 00:00:00,1,OF,,MC,923857,A00977G,,
,MCG,,,,,,6140,,2011,,335.21,177278,116.3438,670.42,,,015487566,,2011-04-27 00:00:00,2,OF,,MC,890997,A00977G,,
,MCG,,,,,,6150,,2011,,2338.58,177286,405.8341,2338.58,,,015555498,,2011-04-27 00:00:00,1,OF,,MC,135076,D01987K,,
,MCG,,,,,,6150,,2011,,2352.91,177286,408.3209,2352.91,,,014804006,,2011-04-27 00:00:00,1,OF,,MC,181255,D01987K,,
,MCG,,,G,AN/USM-657,,6625,,2011,,6142.74,177334,1066.003,6142.74,,,013976369,,2011-04-27 00:00:00,1,OF,,MC,213314,A7596,,
,MCG,,TG,G,MK23,,4820,,2011,,3.65,177370,0.6334,3.65,,,001423036,,2011-04-27 00:00:00,1,OF,,MC,350902,D0198,,
,MCG,,TG,G,MK23,,4730,,2011,,3.96,177370,0.6872,3.96,,,010912809,,2011-04-27 00:00:00,1,OF,,MC,350902,D0198,,
,MCG,,TG,G,MK23,,4720,,2011,,32.72,177370,5.6782,32.72,,,015366754,,2011-04-27 00:00:00,1,OF,,MC,207261,D0198,,
,MCG,,TG,G,MK23,,4730,,2011,,3.96,177370,0.6872,3.96,,,010912809,,2011-04-27 00:00:00,1,OF,,MC,207261,D0198,,
,MCG,,TG,G,MK23,,4810,,2011,,135.18,177370,23.459,135.18,,,014791006,,2011-04-27 00:00:00,1,OF,,MC,207261,D0198,,
,MCG,,TG,G,MK23,,4820,,2011,,41.89,177370,14.5391,83.78,,,013331913,,2011-04-27 00:00:00,2,OF,,MC,207261,D0198,,
,MCG,,TG,G,MK23,,6680,,2011,,3.87,177370,0.6716,3.87,,,014794578,,2011-04-27 00:00:00,1,OF,,MC,207261,D0198,,
,MCG,,TG,G,MK29,,2540,,2011,,6.84,311352,1.187,6.84,,,014745929,,2011-07-12 00:00:00,1,OF,,MC,838157,D1073,,
,MCG,,TG,G,MK29,,2540,,2011,,72,311352,24.9896,144,,,014794558,,2011-07-12 00:00:00,2,OF,,MC,459975,D1073,,
,MCG,,,,,,5935,,2011,,162.91,311370,28.2712,162.91,,,012653075,,2011-07-12 00:00:00,1,OF,,MC,166348,B00297B,,
,MCG,,,,,,5820,,2011,,9174,311372,1592.0439,9174,,,013652725,,2011-07-12 00:00:00,1,OF,,MC,167255,A20797G,,
,MCG,,,,,,5820,,2011,,9174,311372,1592.0439,9174,,,014441219,,2011-07-12 00:00:00,1,OF,,MC,168466,A20797G,,
